date,date,specific_contract,last_trade_date,HIGH,OI,DEALNUM,VOLUME,SETTLE,LOW,CLOSE,OPEN,contract_issue_date,switch_contract,remain_days
2018-11-28,2018-11-28,SP1906.SHF,2019-06-17,5314.0,50756.0,33168.0,513604.0,5222.0,5142.0,5184.0,5300.0,2018-11-27,True,201 days 00:00:00.000000000
2018-11-29,2018-11-29,SP1906.SHF,2019-06-17,5294.0,55416.0,29623.0,492754.0,5218.0,5122.0,5188.0,5160.0,2018-11-27,False,200 days 00:00:00.000000000
2018-11-30,2018-11-30,SP1906.SHF,2019-06-17,5220.0,67419.0,28437.0,448753.0,5168.0,5114.0,5148.0,5208.0,2018-11-27,False,199 days 00:00:00.000000000
2018-12-03,2018-12-03,SP1906.SHF,2019-06-17,5262.0,103967.0,32688.0,707798.0,5076.0,4970.0,4978.0,5158.0,2018-11-27,False,196 days 00:00:00.000000000
2018-12-04,2018-12-04,SP1906.SHF,2019-06-17,5114.0,94006.0,30038.0,564800.0,5036.0,4978.0,5058.0,4978.0,2018-11-27,False,195 days 00:00:00.000000000
2018-12-05,2018-12-05,SP1906.SHF,2019-06-17,5158.0,83246.0,32895.0,747159.0,5104.0,5040.0,5140.0,5060.0,2018-11-27,False,194 days 00:00:00.000000000
2018-12-06,2018-12-06,SP1906.SHF,2019-06-17,5264.0,86279.0,34431.0,810983.0,5192.0,5128.0,5132.0,5150.0,2018-11-27,False,193 days 00:00:00.000000000
2018-12-07,2018-12-07,SP1906.SHF,2019-06-17,5208.0,87746.0,32930.0,647521.0,5150.0,5086.0,5138.0,5112.0,2018-11-27,False,192 days 00:00:00.000000000
2018-12-10,2018-12-10,SP1906.SHF,2019-06-17,5224.0,87446.0,29854.0,547106.0,5182.0,5136.0,5166.0,5150.0,2018-11-27,False,189 days 00:00:00.000000000
2018-12-11,2018-12-11,SP1906.SHF,2019-06-17,5198.0,89463.0,28001.0,511056.0,5128.0,5074.0,5094.0,5160.0,2018-11-27,False,188 days 00:00:00.000000000
2018-12-12,2018-12-12,SP1906.SHF,2019-06-17,5152.0,80384.0,21727.0,299352.0,5128.0,5104.0,5138.0,5112.0,2018-11-27,False,187 days 00:00:00.000000000
2018-12-13,2018-12-13,SP1906.SHF,2019-06-17,5158.0,74358.0,22424.0,344968.0,5126.0,5094.0,5126.0,5146.0,2018-11-27,False,186 days 00:00:00.000000000
2018-12-14,2018-12-14,SP1906.SHF,2019-06-17,5164.0,70668.0,19429.0,287836.0,5132.0,5104.0,5132.0,5120.0,2018-11-27,False,185 days 00:00:00.000000000
2018-12-17,2018-12-17,SP1906.SHF,2019-06-17,5150.0,71341.0,15605.0,164445.0,5128.0,5108.0,5132.0,5110.0,2018-11-27,False,182 days 00:00:00.000000000
2018-12-18,2018-12-18,SP1906.SHF,2019-06-17,5162.0,72427.0,12785.0,147250.0,5134.0,5112.0,5126.0,5134.0,2018-11-27,False,181 days 00:00:00.000000000
2018-12-19,2018-12-19,SP1906.SHF,2019-06-17,5144.0,77452.0,17190.0,231305.0,5074.0,5032.0,5062.0,5124.0,2018-11-27,False,180 days 00:00:00.000000000
2018-12-20,2018-12-20,SP1906.SHF,2019-06-17,5082.0,73647.0,12586.0,101857.0,5062.0,5044.0,5066.0,5068.0,2018-11-27,False,179 days 00:00:00.000000000
2018-12-21,2018-12-21,SP1906.SHF,2019-06-17,5072.0,74368.0,12603.0,134932.0,5050.0,5028.0,5048.0,5072.0,2018-11-27,False,178 days 00:00:00.000000000
2018-12-24,2018-12-24,SP1906.SHF,2019-06-17,5064.0,90488.0,15821.0,197649.0,5012.0,4960.0,4982.0,5042.0,2018-11-27,False,175 days 00:00:00.000000000
2018-12-25,2018-12-25,SP1906.SHF,2019-06-17,5038.0,79976.0,15902.0,190299.0,5002.0,4966.0,5000.0,4982.0,2018-11-27,False,174 days 00:00:00.000000000
2018-12-26,2018-12-26,SP1906.SHF,2019-06-17,5012.0,85902.0,16814.0,236679.0,4944.0,4916.0,4938.0,4996.0,2018-11-27,False,173 days 00:00:00.000000000
2018-12-27,2018-12-27,SP1906.SHF,2019-06-17,4998.0,77630.0,12588.0,120875.0,4966.0,4940.0,4952.0,4950.0,2018-11-27,False,172 days 00:00:00.000000000
2018-12-28,2018-12-28,SP1906.SHF,2019-06-17,5058.0,67833.0,11013.0,104579.0,4984.0,4938.0,5048.0,4944.0,2018-11-27,False,171 days 00:00:00.000000000
2019-01-02,2019-01-02,SP1906.SHF,2019-06-17,5118.0,81279.0,12718.0,159870.0,5062.0,5010.0,5082.0,5044.0,2018-11-27,False,166 days 00:00:00.000000000
2019-01-03,2019-01-03,SP1906.SHF,2019-06-17,5108.0,77591.0,15377.0,123092.0,5084.0,5060.0,5082.0,5072.0,2018-11-27,False,165 days 00:00:00.000000000
2019-01-04,2019-01-04,SP1906.SHF,2019-06-17,5236.0,72931.0,22466.0,298668.0,5160.0,5072.0,5140.0,5084.0,2018-11-27,False,164 days 00:00:00.000000000
2019-01-07,2019-01-07,SP1906.SHF,2019-06-17,5186.0,68652.0,17543.0,166369.0,5154.0,5114.0,5170.0,5152.0,2018-11-27,False,161 days 00:00:00.000000000
2019-01-08,2019-01-08,SP1906.SHF,2019-06-17,5192.0,67611.0,13702.0,110825.0,5162.0,5138.0,5158.0,5172.0,2018-11-27,False,160 days 00:00:00.000000000
2019-01-09,2019-01-09,SP1906.SHF,2019-06-17,5340.0,75911.0,26301.0,343171.0,5272.0,5156.0,5304.0,5160.0,2018-11-27,False,159 days 00:00:00.000000000
2019-01-10,2019-01-10,SP1906.SHF,2019-06-17,5362.0,72951.0,23661.0,343192.0,5306.0,5260.0,5272.0,5306.0,2018-11-27,False,158 days 00:00:00.000000000
2019-01-11,2019-01-11,SP1906.SHF,2019-06-17,5328.0,73019.0,18948.0,200810.0,5290.0,5252.0,5324.0,5272.0,2018-11-27,False,157 days 00:00:00.000000000
2019-01-14,2019-01-14,SP1906.SHF,2019-06-17,5378.0,71080.0,21083.0,252886.0,5322.0,5280.0,5294.0,5320.0,2018-11-27,False,154 days 00:00:00.000000000
2019-01-15,2019-01-15,SP1906.SHF,2019-06-17,5302.0,69952.0,19607.0,231706.0,5244.0,5214.0,5242.0,5300.0,2018-11-27,False,153 days 00:00:00.000000000
2019-01-16,2019-01-16,SP1906.SHF,2019-06-17,5320.0,68805.0,18920.0,196890.0,5278.0,5232.0,5318.0,5242.0,2018-11-27,False,152 days 00:00:00.000000000
2019-01-17,2019-01-17,SP1906.SHF,2019-06-17,5342.0,72833.0,19052.0,212303.0,5316.0,5284.0,5316.0,5310.0,2018-11-27,False,151 days 00:00:00.000000000
2019-01-18,2019-01-18,SP1906.SHF,2019-06-17,5418.0,72998.0,22069.0,356590.0,5346.0,5260.0,5380.0,5308.0,2018-11-27,False,150 days 00:00:00.000000000
